"08:30","0:30","09:00","","","","Registration (2nd floor) & Continental Breakfast (3rd floor)",""
"09:00","0:05","09:05","","","","Kickoff + Thank UIC, Sponsors",""
"09:05","0:20","09:25","Talk","Tech and AI","Mark Bennet","Capital Markets Use Cases for Retrieval Augmented Generation Chatbots","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/MarkBennet.pdf"
"09:25","0:20","09:45","Talk","Tech and AI","Jawahar Panchal","Placeholder: Quantum Computing + R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/JawaharPanchal.pdf"
"09:45","0:20","10:05","Talk","Tech and AI","Kent Russell","R ∪ Finance ∪ Web","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/KentRussell.pdf"
"10:05","0:20","10:25","Talk","Tech and AI","Loan Robinson","The Impact of R and R Shiny in Finance","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/LoanRobinson.pptx"
"10:25","0:10","10:35","","","","Break",""
"10:35","0:20","10:55","Talk","Tech and AI","Tyson Barrett","Using and Contributing to the data.table Package for Efficient Big Data Analysis","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/TysonBarrett.pdf"
"10:55","0:20","11:15","Talk","Tech and AI","Kent Hoxsey","Simple R for Trading Systems","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/KentHoxsey.pdf"
"11:15","0:20","11:35","Talk","Tech and AI","Thomas Harte","A Cunning Plan: The Lambda Calculus, Lisp, Scheme, and R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/ThomasHarte.pdf"
"11:35","0:07","11:42","Lightning","Tech and AI","Jeffrey Ryan","Extending Open Finance: A Shared Symbology","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/JeffreyRyan.pdf"
"11:42","0:20","12:02","Talk","Time Series","Marc Wildi","Forecasting vs. Looking-Ahead: Instilling Effective Leads into Classic Forecast Designs","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/MarcWildi.pdf"
"12:02","0:58","13:00","","","","Lunch",""
"13:00","0:20","13:20","Talk","Time Series","Julia Ferreira","Transmuting Unequally-Spaced Data: A MIDAS Touch to Forecast Real GDP Growth","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/JuliaFerreira.pdf"
"13:20","0:20","13:40","Talk","Time Series","Jason Foster","Time-Series of Implied Shocks Using Principal Component Analysis","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/JasonFoster.pdf"
"13:40","0:20","14:00","Talk","Portfolio Mgmt","Ryan Brown","Estimating Betas","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/RyanBrown.pdf"
"14:00","0:20","14:20","Talk","Portfolio Mgmt","Tengjia Shu","Evaluating Hedge Funds with Machine Learning-Based Benchmarks","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/TengjiaShu.pdf"
"14:20","0:10","14:30","","","","Break",""
"14:30","0:20","14:50","Talk","Portfolio Mgmt","Cam Raughtigan","Vol Targeting is Trendy","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/CamRaughtigan.pdf"
"14:50","0:20","15:10","Talk","Portfolio Mgmt","Michael Kane","Valuing Post-Revenue Biopharmaceutical Assets: Pfizer's Current Portfolio Case Study","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/MichaelKane.pdf"
"15:10","0:07","15:17","Lightning","Portfolio Mgmt","Nuo Wen Lei","Better Incentives for Participants in Crowd-Sourced Hedge Funds","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/NuoWenLei.pdf"
"15:17","0:07","15:24","Lightning","Portfolio Mgmt","Grant Cavanaugh","Portfolio Returns to Biotech Investment","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/GrantCavanaugh.pdf"
"15:24","0:07","15:31","Lightning","Macro/Commodities","Ilya Kipnis","Constant Maturity Treasury Alpha with ETF Bond Rotation Strategy","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/IlyaKipnis.pptx"
"15:31","0:20","15:51","Talk","Macro/Commodities","Giles Heywood","Factor Drivers of the UK Residential Property Cycle","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/GilesHeywood.pptx"
"15:51","0:20","16:11","Talk","Macro/Commodities","Paul Laux","A Dynamic Bayesian Network Approach to Interbank Market","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/PaulLaux.pdf"
"16:11","0:09","16:20","","","","Break",""
"16:20","0:20","16:40","Talk","Macro/Commodities","Dale Rosenthal","Liquid Foreign Exchange Factors","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/DaleRosenthal.pdf"
"16:40","0:20","17:00","Talk","Macro/Commodities","Oleg Bondarenko","FX Futures Invariance","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2024/OlegBondarenko.pdf"
"17:00","0:20","17:20","Talk","Macro/Commodities","Chris Thomas","Commodities and Rowdy Chatter",""
"17:20","0:10","17:40","","","","Thanks + Feedback URL + Tell Friends and Coworkers",""
"17:30","3:00","20:50","","","","Conference Reception at East Terrace",""
