"08:00","","09:00","","","Optional Pre-Conference Tutorials","",""
"","","","Tutorial","","Ross Bennett","PortfolioAnalyticsAdvanced Moment Estimation & Optimization","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/workshop/RossBennett.pdf"
"","","","Tutorial","","Kris Boudt","High-frequency Price Data Analysis in R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/workshop/KrisBoudt.pdf"
"","","","Tutorial","","Dirk Eddelbuettel","Hands-on Introduction to Rcpp","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/workshop/DirkEddelbuettel.pdf"
"","","","Tutorial","","Guy Yollin","Getting Started with Quantstrat",""
"","","","Tutorial","","Maria Belianina","An Introduction to OneTick",""
"09:00","","09:30","","","Registration (2nd floor Inner Circle) & Continental Breakfast (3rd floor by Sponsor Tables)","",""
"","","","","","Transition between seminars","",""
"09:30","","09:35","","","Kickoff","",""
"09:35","","09:40","","","Sponsor Introduction","",""
"09:40","","10:30","Keynote","","Emanuel Derman","Understanding the World
",""
"10:30","","10:54","Lightning","","John Burkett","Portfolio OptimizationPrice Predictability, Utility
Functions, Computational Methods, and Applications","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/JohnBurkett.pdf"
"","","","Lightning","","Kyle Balkissoon","A Framework for Integrating Portfolio-level Backtesting with Price and Quantity Information","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/KyleBalkissoon.html"
"","","","Lightning","","Anthoney Tsou","Implementation of Quality Minus Junk","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/AnthoneyTsou.html"
"","","","Lightning","","Ilya Kipnis","Flexible Asset Allocation With Stepwise Correlation Rank","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/IlyaKipnis.pptm"
"10:54","","11:20","","","Break","",""
"11:20","","11:40","Talk","","Sanjiv Das","Efficient Rebalancing of Taxable Portfolios","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/SanjivDas-1.pdf"
"11:40","","12:00","Talk","","Marjan Wauters","Characteristic-based equity portfolioseconomic value and dynamic style allocation","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/MarjanWauters.pdf"
"12:00","","12:20","Talk","","Bernhard Pfaff","The sequel of cccpSolving cone constrained convex programs",""
"12:20","","13:40","","","Lunch","",""
"13:40","","14:00","Talk","","Markus Gesmann","Communicating risk - a perspective from an insurer","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/MarkusGesmann.pdf"
"14:00","","14:20","Talk","","Doug Martin","Nonparametric vs Parametric ShortfallWhat are the Differences?",""
"14:20","","14:40","Talk","","Matthew Dixon","Risk Decomposition for Fund Managers","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/MatthewDixon.pdf"
"14:40","","15:10","Lightning","","Rohit Arora","Inefficiency of Modified VaR and ES","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/RohitArora.pdf"
"","","","Lightning","","Mark Bennett","Gaussian Mixture Models for Extreme Events","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/MarkBennett.pdf"
"","","","Lightning","","Steven Pav","Portfolio Cramer-Rao Bounds
(why bad things happen to good quants)","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/StevenPav.pdf"
"","","","Lightning","","Majeed Simaan","Global Minimum Variance Portfolio:
a Horse Race of Volatilities","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/MajeedSimaan.pdf"
"","","","Lightning","","Rob Krzyzanowski","Building Better Credit Models through Deployable Analytics in R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/RobertKrzyzanowski.pptx"
"15:10","","15:40","","","Break","",""
"15:40","","16:00","Talk","","Rohini Grover","The informational role of algorithmic traders in the option market","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/RohiniGrover.pdf"
"16:00","","16:20","Talk","","Oleg Bondarenko","High-Frequency Trading Invariants for Equity Index Futures","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/OlegBondarenko.pdf"
"16:20","","16:40","Talk","","Matt Brigida","Markov Regime-Switching (and some State Space) Models in Energy Markets","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/MatthewBrigda.pdf"
"16:40","","16:58","Lightning","","Jerzy Pawlowksi","Are High Frequency Traders Prudent and Temperate?","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/JerzyPawlowski.pdf"
"","","","Lightning","","Stephen Rush","Information Diffusion in Equity Markets","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/StephenRush.pdf"
"","","","Lightning","","Vincenzo Giordano","Quantifying the Risk and Price Impact of Energy Policy Events on Natural Gas Markets Using R (with Soumya Kalra)","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2015/talk/VincenzoGiordano.pdf"
"16:58","","17:00","","","Information about reception and dinner","",""
"17:00","","19:00","","","Conference Reception","",""
"19:00","","19:20","","","(Optional) Transfer to Conference Dinner","",""
"19:20","","","","","Optional Conference Dinner (The Terrace at The Trump)","",""
