"09:00","","11:00","","","Optional Pre-Conference Tutorials","",""
"","","","Tutorial","","Ryan","Automated Trading with R",""
"","","","Tutorial","","Yollin","High-Frequency Financial Data Analysis with R",""
"","","","Tutorial","","Zivot","Financial Risk Models with R",""
"12:15","","12:30","","","Welcome and opening remarks","",""
"12:30","","13:20","Keynote","","Faber","Global Tactical Investing",""
"13:20","","13:40","Talk","","Boudt","Intraday Liquidity Dynamics Of The DJIA Around Price Jumps","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/KrisBoudt.pdf"
"13:40","","14:00","Talk","","Dunand-Chatellet","Mutually Exciting Hawkes Processes for Microstructure Noise Modelling","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/ClementDunand.pdf"
"14:00","","14:20","Talk","","Kane","Evaluating the Effect of FINRA's New Circuit Breaker Regulation","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/King+Kane+Holowczak.pdf"
"14:20","","14:50","","","Break","",""
"14:50","","15:40","Keynote","","Iacus","Statistical Analysis of Financial Time Series and Option Pricing in R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/StefanoIacus.pdf"
"15:40","","16:00","Talk","","Switanek","The Impact of News Readability on Market Response Times","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/NicholasSwitanek.pdf"
"16:00","","16:20","","","Break","",""
"16:20","","16:40","Talk","","Lewis","The betfair Package","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/BryanLewis.pdf"
"16:40","","17:00","Talk","","Kumar","Carry Trades - Don't Get Carried Away","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/KrishnaKumar.pdf"
"17:00","","17:30","Lightning","","Nelson","Beyond VignettesDexy for Documenting R and More","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/AnaNelson.pdf"
"","","","Lightning","","Rothermich","Alt. Data Sources for Measuring Market Sentiment and Events","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/JoeRothermich.pdf"
"","","","Lightning","","Long","The Segue Package for R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2011/JDLong.pdf"
"17:30","","22:00","","","Conference Reception and optional Dinner (East Terrace and Rivers Restaurant)","",""
