"08:00","","09:00","","","Coffee/Breakfast","",""
"09:00","","09:05","","","Kickoff","",""
"09:05","","09:30","Lightning","","Eddelbuettel","Wittier Webapps with RInside","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2012/talk/DirkEddelbuettel.pdf"
"","","","Lightning","","Gesmann","An Interactive Overview of Lloyd's Using R and the googleVis Package (pdf )","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2012/talk/MarkusGesmann.pdf "
"","","","Lightning","","Raattamaa","Carryover Costs in Zero Intelligence Double-Auction Markets",""
"","","","Lightning","","Myers","Using Historical Market Data in R - Quality Models are Built from Quality Data",""
"09:30","","09:50","Talk","","Kumar","Is the Future Golden?",""
"09:50","","10:10","Talk","","King","Liquid Gold, Illiquid AssetsHedging Event Risk in Fixed Income Securities — British Petroleum Bonds in the Spring/Summer of 2010",""
"10:10","","10:30","","","Break","",""
"10:30","","11:20","Keynote","","Paul Gilbert","Lock-In Avoidance and Quality Assurance","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2012/talk/PaulGilbert.pdf"
"11:20","","11:40","Talk","","Ang","Estimating the Market Value of Illiquid Debt Using WRDS TRACE Data","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2012/talk/Ang+Lyon.pdf"
"11:40","","12:00","Talk","","Li","Monetary Policy Analysis Based On Lasso-Assisted Vector Autoregression (LAVAR","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2012/talk/JiahanLi.pptx"
"12:00","","13:30","","","Lunch","",""
"13:30","","13:50","Talk","","Nelson","Financial Reporting and Documentation using R and Dexy",""
"13:50","","14:10","Talk","","Gordy","Network Analysis in R of Derivatives Trade Repository Data",""
"14:10","","14:30","Talk","","Sinha","All Words Are Not Made Equal","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2012/talk/Bhattacharyya+Pendergrass+Sinha.pdf"
"14:30","","14:42","Lightning","","Emerson","Towards Terrabytes of TAQ","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2012/talk/Emerson+Kane.pdf"
"","","","Lightning","","Nagar","News Sentiment Analysis Using R to Predict Stock Market Data","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2012/talk/Nagar+Hahsler.pdf"
"14:42","","15:00","","","Break","",""
"15:00","","15:50","Keynote","","Simon Urbanek","Visualizing Large Data with R",""
"15:50","","16:10","Talk","","Lewis","A Cointegration-Inspired Method for Large Scale Data","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2012/talk/BryanLewis.pdf"
"16:10","","16:30","Talk","","Armstrong","CppBugsNative MCMC for R","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2012/talk/WhitArmstrong.pdf"
"16:30","","16:50","Talk","","Rohani","Large-Scale, Computationally Intensive Forecasting in R",""
"16:50","","17:02","Lightning","","Humke","Achieving High-Performing, Simulation-Based Operational Risk Measurement with R and RevoScaleR","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2012/talk/DavidHumke.pdf"
"","","","Lightning","","Teetor","Fast(er) R Code","https://rinfinance.s3.amazonaws.com/past.rinfinance.com/agenda/2012/talk/PaulTeetor.pdf"
"17:02","","17:15","","","Conclusion","",""
"17:15","","17:30","","","Transition to Jak's","",""
"17:30","","","","","Post-Conference Drinks at Jak's Tap","",""
